Grade Distribution for Fall 2011 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2011-2012,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Fall,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (Jenna Allen) 4/13/2012,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
DEPT,COURSE,COURSE NUMBER,COURSE SECTION,COURSE DESCRIPTION,INSTRUCTOR NAME,COURSE CONTROL NUMBER,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,PASS,NO PASS,TOTAL P/NP,INCOMPLETES,TOTAL GRADES FOR COURSE
ENGLISH,ENGLISH,R001A,005,READING AND COMP   ,"GAYDOS, R         ",27965,0,4,7,2,2,1,0,1,0,0,0,0,0,0,0,0,0,17
ENGLISH,ENGLISH,R001A,006,READING AND COMP   ,"HAUSMAN, B M      ",27968,0,7,2,2,2,2,1,1,0,0,0,0,0,1,0,1,0,18
ENGLISH,ENGLISH,R001A,007,READING AND COMP   ,"MUNSON, R         ",27971,0,3,3,4,6,1,0,0,0,0,0,0,0,0,0,0,0,17
ENGLISH,ENGLISH,R001A,008,READING AND COMP   ,"BAUER, M N        ",27974,0,5,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,16
ENGLISH,ENGLISH,R001A,009,READING AND COMP   ,"HAUSMAN, B M      ",27977,0,2,7,2,4,1,1,0,0,0,0,0,0,0,0,0,0,17
ENGLISH,ENGLISH,R001A,010,READING AND COMP   ,"AHMED, A N        ",27980,0,2,13,4,1,0,0,0,0,0,0,0,1,0,0,0,0,21
ENGLISH,ENGLISH,R001A,011,READING AND COMP   ,"CULLEN, B A       ",27983,1,8,0,4,1,0,0,1,0,1,1,0,0,0,0,0,0,17
ENGLISH,ENGLISH,R001A,012,READING AND COMP   ,"NATURALE, L       ",27986,0,7,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,14
ENGLISH,ENGLISH,R001A,013,READING AND COMP   ,"JEZIOREK, A M     ",27989,0,1,6,5,3,0,0,0,1,0,0,0,0,1,0,1,0,17
ENGLISH,ENGLISH,R001A,014,READING AND COMP   ,"BALDWIN, R        ",27992,1,1,2,6,3,2,0,1,0,0,0,0,0,0,0,0,0,16
ENGLISH,ENGLISH,R001A,015,READING AND COMP   ,"RANA, S           ",27995,0,3,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17
ENGLISH,ENGLISH,R001A,016,READING AND COMP   ,"MERSHON, E        ",27998,1,1,3,6,3,4,0,0,0,0,0,0,1,0,0,0,0,19
ENGLISH,ENGLISH,R001A,017,READING AND COMP   ,"TERLAAK POOT, L D ",28001,0,2,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,18
ENGLISH,ENGLISH,R001A,018,READING AND COMP   ,"SHELLEY, J C      ",28004,0,2,4,5,4,3,0,0,0,0,0,0,0,0,0,0,0,18
ENGLISH,ENGLISH,R001A,019,READING AND COMP   ,"YOON, I           ",28007,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,15
ENGLISH,ENGLISH,R001A,020,READING AND COMP   ,"RODAL, J A        ",28010,0,1,3,7,2,3,0,0,0,0,0,0,0,1,0,1,0,17
ENGLISH,ENGLISH,R001A,021,READING AND COMP   ,"GARDEZI, N        ",28012,0,2,6,3,3,0,0,1,0,0,0,0,0,0,0,0,0,15
ENGLISH,ENGLISH,R001A,022,READING AND COMP   ,"BADY, A J         ",28781,0,1,6,6,3,0,0,0,0,0,0,0,0,1,0,1,0,17
ENGLISH,ENGLISH,R001A,023,READING AND COMP   ,"HUERTA, J         ",28784,0,5,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,16
ENGLISH,ENGLISH,R001A,024,READING AND COMP   ,"SPEIRS, K         ",28790,0,2,10,5,1,1,0,0,0,0,0,0,0,0,0,0,0,19
ENGLISH,ENGLISH,R001B,001,READING AND COMP   ,"LEE, A            ",28013,0,2,3,8,3,1,0,0,0,0,0,0,1,0,0,0,0,18
ENGLISH,ENGLISH,R001B,002,READING AND COMP   ,"AUCLAIR, T        ",28016,0,0,4,3,2,4,0,0,0,0,0,0,0,1,1,2,0,15
ENGLISH,ENGLISH,R001B,003,READING AND COMP   ,"KNOX, M           ",28019,0,1,6,5,4,0,3,0,0,0,0,0,0,0,0,0,0,19
ENGLISH,ENGLISH,R001B,004,READING AND COMP   ,"THOMAS-BIGNAMI, I ",28022,0,8,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16
ENGLISH,ENGLISH,R001B,005,READING AND COMP   ,"TROCCHIO, R       ",28025,0,5,5,7,1,1,0,0,0,0,0,0,0,0,0,0,0,19
ENGLISH,ENGLISH,R001B,006,READING AND COMP   ,"SULLIVAN, K       ",28028,3,6,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,22
ENGLISH,ENGLISH,R001B,007,READING AND COMP   ,"CANNON, B Z       ",28031,0,2,4,6,1,1,0,1,0,0,0,0,1,0,0,0,0,16
ENGLISH,ENGLISH,R001B,008,READING AND COMP   ,"BAHR, S M         ",28034,0,0,1,5,5,3,0,0,0,0,0,0,0,0,0,0,1,16
ENGLISH,ENGLISH,R001B,009,READING AND COMP   ,"WEINER, J J       ",28037,0,1,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,15
ENGLISH,ENGLISH,R001B,010,READING AND COMP   ,"CASTILLO, C       ",28040,0,0,7,6,1,2,0,0,0,0,0,0,0,0,0,0,0,16
ENGLISH,ENGLISH,R001B,011,READING AND COMP   ,"WILLIAMS, K M     ",28042,1,6,3,4,2,0,0,1,0,0,0,0,0,0,0,0,1,18
ENGLISH,ENGLISH,R001B,012,READING AND COMP   ,"MENILLA, D D      ",28787,0,7,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,21
ENGOST,ENGIN, 007,001,INTR COMPUTER PROG ,"PACKARD, A K      ",27603,1,35,22,18,32,23,16,14,15,5,1,2,16,6,10,16,1,217
ENGOST,ENGIN, 007,002,INTR COMPUTER PROG ,"PAPADOPOULOS, P   ",27606,0,13,17,20,19,23,14,8,8,3,4,2,2,6,3,9,1,144
ENGOST,ENGIN, 010,001,ENGIN DESIGN & ANAL,"GRONSKY, R        ",27648,0,12,21,30,16,10,2,2,1,0,0,0,0,0,0,0,0,94
ENGOST,ENGIN, 010,002,ENGIN DESIGN & ANAL,"GRONSKY, R        ",27660,1,11,20,31,21,5,2,1,0,1,0,0,1,0,0,0,0,94
ENGOST,ENGIN, 010,004,ENGIN DESIGN & ANAL,"GRONSKY, R        ",27684,1,14,15,20,23,6,2,1,3,0,1,0,0,0,0,0,0,86
ENGOST,ENGIN, 028,001,BASIC ENGR DES GRPH,"YOUSSEFI, K K     ",27696,0,16,18,6,16,12,18,20,2,0,0,0,0,8,0,8,0,117
ENGOST,ENGIN, 045,001,PROP OF MATLS      ,"DEVINE, T M       ",27714,2,8,30,20,26,13,5,1,0,0,0,0,1,1,1,2,1,109
ENGOST,ENGIN, 098,002,DIRECTED GROUP STDY,"LIEU, D K         ",27753,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,19,0,19
ENGOST,ENGIN, 098,003,DIRECTED GROUP STDY,"LIEU, D K         ",27756,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,15,0,15
ENGOST,ENGIN, 098,006,DIRECTED GROUP STDY,"LIEU, D K         ",27764,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,0,6
ENGOST,ENGIN, 098,007,DIRECTED GROUP STDY,"LIEU, D K         ",27765,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,15,0,15
ENGOST,ENGIN, 098,014,DIRECTED GROUP STDY,"LIEU, D K         ",27858,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11,0,11
ENGOST,ENGIN, 115,001,ENG THERMODYNAMICS ,"HOSEMANN, P       ",27783,0,6,11,11,9,6,5,4,3,0,0,0,0,0,0,0,0,55
ENGOST,ENGIN, 117,001,METH ENGR ANALYSIS ,"MORSE, E C        ",27789,2,57,31,5,16,1,0,10,0,0,0,0,2,0,0,0,0,124
ENGOST,ENGIN, 120,001,PRIN OF ENGR ECONOM,"ADLER, I          ",27792,4,22,19,28,7,7,8,3,1,0,0,0,1,11,1,12,1,114
ENGOST,ENGIN, 128,001,ADV ENGR DES GRAPH ,"LIEU, D K         ",27801,0,13,6,5,5,2,1,0,0,0,0,0,0,0,0,0,0,32
ENGOST,ENGIN, 128,002,ADV ENGR DES GRAPH ,"LIEU, D K         ",27803,1,5,6,1,4,1,2,0,1,0,0,0,0,0,0,0,0,21
ENVDOST,ENV DES, 001,001,PEOPLE & ENV DES   ,"JENSEN, S E       ",28803,0,18,24,26,23,8,2,3,0,0,0,0,0,6,1,7,2,113
ENVDOST,ENV DES, 011A,001,INTRO VIS REP DRAW ,"GUTIERREZ, M      ",28821,3,5,16,11,4,4,0,0,0,0,0,0,0,1,0,1,3,48
ENVDOST,ENV DES, 011B,001,INTRO TO DESIGN    ,"HOOD, W J         ",28827,5,12,16,11,9,6,3,0,0,0,0,0,1,1,0,1,0,64
ENVDOST,ENV DES, 101A,001,SHORT COMPOSITIONS ,"LIFCHEZ, R        ",28839,3,5,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,12
ENVDOST,ENV DES, 105,001,DEEP GREEN DESIGN  ,"UBBELOHDE, M S    ",28842,2,15,7,0,4,2,0,0,0,0,0,0,0,0,0,0,0,30
ENVDOST,ENV DES,C169A,001,AM LANDSCPE TO 1900,"GROTH, P E        ",28845,1,6,3,9,6,3,4,2,0,0,1,0,0,1,2,3,0,38
EPS,EPS, 039A,001,FRESH/SOPH SEMINAR ,"RICHARDS, M A     ",19012,0,3,3,2,7,1,0,1,0,0,0,0,0,3,0,3,0,20
EPS,EPS, 050,001,THE PLANET EARTH   ,"DREGER, D S       ",19018,0,16,14,7,10,5,6,3,1,0,1,0,1,3,1,4,0,68
EPS,EPS, 100A,001,MINERALOGY         ,"BANFIELD, J F     ",19042,3,4,3,1,5,7,1,3,0,0,1,0,0,0,0,0,0,28
EPS,EPS, 109,001,COMP SIM EARTH     ,"MILITZER, B       ",19048,0,17,2,4,9,3,1,3,4,0,2,0,1,7,2,9,0,56
EPS,EPS, 117,001,GEOMORPHOLOGY      ,"DIETRICH, W E     ",19051,0,6,12,3,11,1,0,4,0,0,1,0,2,0,0,0,0,40
EPS,EPS, 119,001,GEOLOGIC FIELD STUD,"RENNE, P R        ",19054,0,5,4,2,1,0,0,0,0,0,0,0,0,2,0,2,1,15
EPS,EPS, 150,001,CASE STDY-EARTH SYS,"BURGMANN, R       ",19066,0,6,10,3,2,1,0,0,0,0,0,0,1,0,0,0,0,23
EPS,EPS,C020,001,EARTHQUAKES        ,"ALLEN, R M        ",19009,11,17,23,23,11,13,14,11,4,0,6,0,4,45,4,49,1,187
EPS,EPS,C082,001,INTRO TO OCEANS    ,"BISHOP, J         ",19033,6,27,0,0,24,0,0,14,0,0,2,0,5,36,11,47,0,125
EPS,EPS,C146,001,GEOL OCEANOGRAPHY  ,"INGRAM, B L       ",19065,0,3,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,12
EPS,EPS,C178,001,APPLIED GEOPHYSICS ,"RECTOR, J W       ",19069,0,11,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,16
EPS,EPS,C180,001,AIR POLLUTION      ,"GOLDSTEIN, A H    ",19072,0,1,2,2,0,1,3,1,0,0,0,0,1,1,0,1,0,12
EPS,EPS,C181,001,ATM PHYS & DYN     ,"ROMPS, D M        ",19081,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10
ESPM,ESPM, 002,001,THE BIOSPHERE      ,"BANFIELD, J F     ",28903,0,23,0,5,17,5,8,4,0,0,1,0,3,25,5,30,1,97
ESPM,ESPM, 006,001,ENVIRON BIOLOGY    ,"CHAPELA, I H      ",28924,2,35,34,18,7,2,4,0,0,0,0,0,0,7,0,7,5,114
ESPM,ESPM, 024,004,FRESHMAN SEMINAR   ,"BALDOCCHI, D D    ",30373,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,16
ESPM,ESPM, 040,001,INSECT/HUMN SOCIETY,"WILL, K W         ",28954,7,55,0,12,12,4,4,1,3,2,0,0,3,54,9,63,0,166
ESPM,ESPM, 044,001,BIOLOGICAL CONTROL ,"MILLS, N J        ",28957,3,17,20,18,7,2,7,0,0,0,0,0,0,11,2,13,0,87
ESPM,ESPM, 050AC,001,INTRO CULT/RES MGT ,"SPREYER, K        ",28960,5,122,47,24,28,3,0,3,0,0,0,0,0,31,0,31,9,272
ESPM,ESPM, 078A,001,TEACH LEARN ENV SCI,"LEVER, C C        ",30370,0,26,2,5,4,0,0,1,1,0,0,0,0,0,0,0,0,39
ESPM,ESPM, 098,003,#N/A,#N/A,29002,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,21,0,21
ESPM,ESPM, 098,009,DIRECTED GROUP STDY,"RESH, V H         ",29019,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,16,0,16
ESPM,ESPM, 100,001,ENVIRON PROB SOLV  ,"FRANKIE, G W      ",29041,18,35,10,2,10,1,0,1,0,0,0,0,1,0,0,0,1,79
ESPM,ESPM, 102A,001,RESOURCE ECOLOGY   ,"MCBRIDE, J R      ",29050,2,10,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,20
ESPM,ESPM, 102B,001,NAT RES SAMPLING   ,"BIGING, G S       ",29056,3,7,4,4,0,2,0,1,0,1,0,0,1,2,0,2,0,25
ESPM,ESPM, 102BL,001,SAMPLING LAB       ,"BIGING, G S       ",29059,2,7,4,3,0,2,0,0,0,0,0,0,0,1,0,1,0,19
ESPM,ESPM, 106,001,AMERICAN WILDLIFE  ,"BARRETT, R H      ",29086,0,7,4,4,7,3,5,3,1,0,0,0,0,6,0,6,0,40
ESPM,ESPM, 108A,001,TREES: TAXONOMY    ,"DODD, R S         ",29098,2,11,6,4,1,0,1,2,0,0,0,0,0,0,0,0,1,28
ESPM,ESPM, 108B,001,FOREST GENETICS    ,"DODD, R S         ",29104,3,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,8
ESPM,ESPM, 115B,001,AQUATIC INSECT BIOL,"RESH, V H         ",29110,3,5,6,5,8,2,1,2,1,0,0,0,0,6,0,6,0,40
ESPM,ESPM, 115C,001,FISH ECOLOGY       ,"CARLSON, S M      ",29113,1,14,9,1,2,0,1,2,0,0,0,0,0,2,0,2,0,32
ESPM,ESPM, 117,001,URBAN GARD ECOSYS  ,"ALTIERI, M A      ",29119,0,37,17,2,3,1,0,0,0,0,0,0,0,3,0,3,0,63
ESPM,ESPM, 118,001,AGROECOLOGY        ,"ALTIERI, M A      ",29131,1,18,7,4,3,1,1,1,0,0,1,3,3,1,1,2,0,45
ESPM,ESPM, 119,001,CHEMICAL ECOLOGY   ,"KUBO, I           ",29137,4,4,12,4,2,1,0,0,0,0,0,0,0,3,0,3,0,30
ESPM,ESPM, 120,001,SOIL CHARACTERS    ,"PALLUD, C E       ",29140,3,3,4,4,6,4,2,1,2,0,0,0,0,1,0,1,0,30
ESPM,ESPM, 142,001,INSECT BEHAVIOR    ,"TSUTSUI, N        ",29146,2,5,4,3,6,1,1,0,0,0,1,0,0,4,0,4,0,27
ESPM,ESPM, 147,002,FIELD ENTOMOLOGY   ,"GRISWOLD, C E     ",30376,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,7
ESPM,ESPM, 150,001,SPECIAL TOPICS     ,"O'NEILL, K M      ",29149,3,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,10
ESPM,ESPM, 155,001,NAT RES SOCIOLOGY  ,"FORTMANN, L P     ",29152,5,43,34,10,17,5,0,3,0,0,0,0,0,4,1,5,0,122
ESPM,ESPM, 160AC,001,AM ENV/CULTRL HIST ,"SARAIVA, T        ",29167,4,28,15,13,2,1,0,2,1,0,0,0,0,7,0,7,0,73
ESPM,ESPM, 161,001,ENV PHIL ETHICS    ,"MERCHANT, C       ",29188,0,20,24,11,4,2,0,0,0,0,0,0,1,3,0,3,0,65
ESPM,ESPM, 162,001,BIOETHICS SOC      ,"WINICKOFF, D E    ",29200,1,16,17,21,14,17,4,2,4,0,0,0,0,21,0,21,0,117
ESPM,ESPM, 168,001,POLITICAL ECOLOGY  ,"PELUSO, N L       ",29227,4,20,16,9,14,9,1,5,3,0,1,0,2,4,0,4,2,90
ESPM,ESPM, 169,001,INTNATL ENV POLITIC,"O'NEILL, K M      ",29242,4,24,12,9,1,0,1,0,0,0,0,0,0,0,0,0,1,52
ESPM,ESPM, 185,001,APPLIED FOREST ECOL,"O'HARA, K L       ",29266,0,8,3,0,5,0,0,1,1,0,0,0,0,0,0,0,1,21
ESPM,ESPM, 186,001,RANGE MANAGEMENT   ,"HOPKINSON, P J    ",29272,0,8,2,2,3,1,1,1,1,0,0,0,0,1,0,1,0,20
ESPM,ESPM, 192,001,MOL PROB SOLVING   ,"LINDOW, S E       ",29278,5,15,9,8,23,4,0,5,4,0,1,0,3,1,1,2,0,79
ESPM,ESPM, 198,003,DIRECTED GROUP STDY,"FRANKIE, G W      ",29617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ESPM,ESPM, 198,009,DIRECTED GROUP STDY,"RESH, V H         ",29635,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,27,0,27
ESPM,ESPM, 198,010,DIRECTED GROUP STDY,"RESH, V H         ",29638,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,5
ESPM,ESPM,C012,001,INT ENVIRON STUDIES,"SPOSITO, G        ",28927,0,14,45,16,4,3,0,0,0,0,0,0,0,6,1,7,1,90
ESPM,ESPM,C103,001,PRIN CONSERV BIOL  ,"KREMEN, C         ",29062,3,4,7,6,3,3,2,2,1,0,0,0,0,2,3,5,0,36
ESPM,ESPM,C104,001,BIORESOURCE MODELS ,"GETZ, W M         ",29077,1,3,2,2,0,2,1,1,1,1,0,0,0,0,0,0,0,14
ESPM,ESPM,C107,001,BIOL GEOMO TROP ISL,"KIRCH, P V        ",29095,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9
ESPM,ESPM,C180,001,AIR POLLUTION      ,"GOLDSTEIN, A H    ",29257,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6
ESPM,ESPM,C193A,001,ENVIRONMENTAL ED   ,"HURST, J G        ",29281,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ETH STD,ASAMST, 020A,001,INTRO ASIAN AM HIST,"OMI, M            ",05289,6,18,27,25,21,11,3,4,5,1,0,0,7,24,2,26,1,155
ETH STD,ASAMST, 097,003,FIELD STUDY        ,"KIM, E H          ",05316,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8,0,8
ETH STD,ASAMST, 121,001,CHINESE AMER HIST  ,"DONG, H C         ",05427,0,43,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
ETH STD,ASAMST, 122,001,JAPANESE AMER HIST ,"TAKAHASHI, J H    ",05433,0,6,6,3,0,0,0,0,0,0,0,0,0,1,0,1,1,17
ETH STD,ASAMST, 124,001,FILIPINO AMER HIST ,"CHOY, C C         ",05439,0,8,14,3,0,1,0,0,1,0,0,0,0,0,0,0,0,27
ETH STD,ASAMST, 128AC,001,MUSLIMS IN AMERICA ,"BAZIAN, H A       ",05445,19,44,52,18,2,0,0,0,0,0,0,0,1,31,1,32,0,168
ETH STD,ASAMST, 138,001,TOPICS ASN POP CULT,"DAR, H B          ",05448,1,4,4,0,1,0,0,0,0,0,0,0,0,1,1,2,0,12
ETH STD,ASAMST, 141,001,LAW IN ASAM COMMUN ,"FLEMING, T M      ",05451,1,18,9,5,1,2,1,3,1,0,0,0,0,4,0,4,0,45
ETH STD,ASAMST, 144,001,RELIGIONS AS AMER  ,"CHUA, C V         ",05457,4,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13
ETH STD,ASAMST, 171,001,"ASAM IN FILM, VIDEO","KIM, E H          ",05460,0,24,21,18,5,1,1,0,1,1,0,0,1,2,1,3,1,77
ETH STD,ASAMST, 181,001,CHINESE AMER LIT   ,"NG, F M           ",05472,4,21,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,28
ETH STD,ASAMST, 190,002,SEM-ADVANCED TOPICS,"WANG, L L         ",05477,0,4,4,2,1,0,0,0,0,0,0,0,0,1,0,1,0,12
ETH STD,ASAMST, 197,003,FIELD STUDY        ,"KIM, E H          ",05514,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,0,7
ETH STD,ASAMST, 197,012,FIELD STUDY        ,"TAKAHASHI, J H    ",05541,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11,0,11
ETH STD,ASAMST, 198,013,SUPERV GROUP STUDY ,"YAMANAKA, K       ",05613,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,16,0,16
ETH STD,ASAMST,R002A,001,READING&COMPOSITION,"LEONG, A P        ",05253,0,4,12,7,6,1,0,0,0,0,0,0,0,0,0,0,0,30
ETH STD,ASAMST,R002A,002,READING&COMPOSITION,"NGUYEN, K V       ",05262,0,1,10,8,6,3,0,0,0,0,0,0,0,0,0,0,0,28
ETH STD,ASAMST,R002B,001,READING&COMPOSITION,"LEONG, A P        ",05271,0,4,13,8,2,0,0,1,0,0,0,0,1,0,0,0,0,29
ETH STD,ASAMST,R002B,002,READING&COMPOSITION,"ALARCON, W        ",05280,0,18,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27
ETH STD,CHICANO, 050,001,INTRO CHICANO HIST ,"MONTEJANO, D      ",13120,0,20,21,6,2,1,0,0,0,0,0,0,1,5,0,5,8,64
ETH STD,CHICANO, 098,001,SUPERV GROUP STUDY ,"MONTEJANO, D      ",13163,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,0,7
ETH STD,CHICANO, 098,002,SUPERV GROUP STUDY ,"MONTEJANO, D      ",13166,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,4,31
ETH STD,CHICANO, 130,001,MEX CHIC ART HIST  ,"RODRIGUEZ, C H    ",13217,1,3,6,5,5,2,2,0,0,1,2,3,1,1,1,2,1,34
ETH STD,CHICANO, 133,001,CHICANO MUSIC      ,"RODRIGUEZ, R      ",13219,6,6,4,2,2,1,0,2,1,0,0,0,0,4,2,6,0,30
ETH STD,CHICANO, 135A,001,LATINO FILM TO 1980,"TELLES, R         ",13220,3,26,24,15,2,0,0,0,0,0,0,0,0,3,0,3,0,73
ETH STD,CHICANO, 141,001,CHICANA FEM WRITERS,"VILLAFANE, A      ",13231,1,6,7,2,4,1,0,0,0,0,0,0,0,1,0,1,1,23
ETH STD,CHICANO, 163,001,CARIBBEAN MIGRATION,"GROSFOGUEL, R     ",13238,3,8,9,3,0,1,0,1,0,0,0,0,0,2,0,2,0,27
ETH STD,CHICANO, 180,001,TOPICS IN CHIC STUD,"RODRIGUEZ, C H    ",13244,2,6,5,5,1,0,0,0,0,0,0,0,0,0,1,1,1,21
ETH STD,ETH STD, 010AC,001,HIST OF RACE WEST  ,"CHOY, C C         ",31003,0,32,39,17,11,4,0,1,0,0,1,0,2,6,1,7,0,114
ETH STD,ETH STD, 041AC,001,SURVEY PROTEST MOVE,"MUNOZ, C          ",31018,3,20,31,16,8,3,2,1,0,0,0,0,3,17,2,19,2,108
ETH STD,ETH STD, 097,001,FIELD STUDY        ,"ANDERSON, J       ",31033,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,21,0,21
ETH STD,ETH STD, 097,002,FIELD STUDY        ,"TELLES, R         ",31036,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,1,7
ETH STD,ETH STD, 101A,001,SOC SCI METHODS    ,"ALLEN, R          ",31153,5,20,6,3,1,2,0,0,0,0,0,0,0,0,1,1,3,41
ETH STD,ETH STD, 126,001,GENDER & SEXUALITY ,"DI PIETRO, P      ",31157,1,6,5,6,0,0,0,0,1,0,0,0,1,1,0,1,2,23
ETH STD,ETH STD, 130,001,MULTICULTURAL AMER ,"CHOY, G P         ",31150,1,23,4,2,3,0,0,0,0,0,0,0,0,1,0,1,0,34
ETH STD,ETH STD, 150,001,MIX RACIAL DESCENT ,"CHOY, G P         ",31399,1,25,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,34
ETH STD,ETH STD, 159AC,001,THE SOUTHERN BORDER,"MANZ, B           ",31159,5,9,24,14,12,16,9,2,2,1,1,3,1,16,6,22,0,121
ETH STD,ETH STD, 180,001,COMP ETH STD TOPICS,"CHOY, G P         ",31201,0,18,5,1,1,0,0,0,0,0,0,0,1,0,1,1,0,27
ETH STD,ETH STD, 190,002,ADV SEM IN ETH STD ,"GROSFOGUEL, R     ",31210,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
ETH STD,ETH STD, 190,003,ADV SEM IN ETH STD ,"HUHNDORF, S M     ",31212,0,5,2,2,1,1,0,0,0,0,0,0,1,0,1,1,0,16
ETH STD,ETH STD, 197,001,FIELD STUDY        ,"ANDERSON, J       ",31270,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,5
ETH STD,ETH STD, 197,003,FIELD STUDY        ,"GLENN, E N        ",31276,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,4
ETH STD,ETH STD, 197,012,FIELD STUDY        ,"SARAGOZA, A M     ",31303,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,15,0,15
ETH STD,ETH STD, 197,017,FIELD STUDY        ,"TAKAHASHI, J H    ",31318,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,11
ETH STD,ETH STD, 197,018,FIELD STUDY        ,"ALLEN, R          ",31321,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,12,0,12
ETH STD,ETH STD,H196A,001,ETH STD SR HONORS  ,"MUNOZ, C          ",31219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ETH STD,ETH STD,H196A,002,ETH STD SR HONORS  ,"SMALL, S A        ",31222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ETH STD,ETH STD,H196A,003,ETH STD SR HONORS  ,"CHOY, C C         ",31225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ETH STD,ETH STD,H196A,004,ETH STD SR HONORS  ,"PIATOTE, B        ",31228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ETH STD,ETH STD,H196A,005,ETH STD SR HONORS  ,"OMI, M            ",31231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ETH STD,NATAMST, 020A,001,INTRO TO NAS       ,"PEARSON, D J      ",61159,0,5,4,0,2,1,0,1,0,0,1,0,1,1,0,1,1,17
ETH STD,NATAMST, 071,001,NAT AM IN NO AMER  ,"ANDERSON, J       ",61165,0,8,2,0,4,2,1,2,0,0,0,0,0,5,0,5,1,25
ETH STD,NATAMST, 090,001,"MYTH, MEMORY, HIST ","PEARSON, D J      ",61171,0,7,9,0,1,0,0,0,1,0,0,0,0,4,1,5,1,24
ETH STD,NATAMST, 100,001,NATIVE AMER LAW    ,"MYERS, J A        ",61204,0,1,4,1,1,2,0,0,0,0,0,0,0,1,0,1,1,11
ETH STD,NATAMST, 158,001,"NAT AM, CINEMA     ","ANDERSON, J       ",61210,1,7,8,2,6,1,0,1,0,0,0,0,1,1,0,1,1,29
