Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete,Total Enrollments
2017 Spring,Economics,ECON,Economics,C142,1,Appl Metric/Pub Pol,Bryan Graham,32475,1,9,7,8,,2,1,1,1,,,,1,4,,,,,35
2017 Spring,Education,EDUC,Education,114A,1,Early Develop/Educ,Susan Holloway,28047,5,6,4,2,5,2,,3,,,1,,2,5,,,,,35
2017 Spring,Film,FILM,Film,R1B,4,Writing-Film Focus,Eliot Bessette; Harry Burson; Weihong Bao,15150,,5,5,6,6,2,4,3,,1,,1,2,,,,,,35
2017 Spring,Economics,ECON,Economics,C3,1,Intro To Env Econ,Gordon Rausser,14137,4,2,1,3,7,6,,7,1,,,,,4,,1,,,36
2017 Spring,Mathematics,MATH,Mathematics,113,5,Abstract Algebra,Silvain Rideau,18243,6,5,3,3,,5,5,4,3,,,,1,3,,,,,38
2017 Spring,Nuclear Engineering,NUC ENG,Nuclear Engineering,150,1,Reactor Theory,Jasmina Vujic,27900,8,5,9,4,5,2,2,,,,1,,1,1,,,,,38
2017 Spring,History,HISTORY,History,117A,1,Chin Popular Cultur,Stacey Van Vleet,31946,,9,6,4,3,2,2,,1,,1,,,9,,2,,,39
2017 Spring,Business Admin-Undergrad,UGBA,Business Admin-Undergrad,167,1,Spec Topics In Mkt,David Robinson,10720,1,7,6,5,2,6,1,1,,,,,,9,,1,,,39
2017 Spring,Legal Studies,LEGALST,Legal Studies,153,1,Law & Soc In Asia,Jonathan Marshall; Meredith Spoto,30873,,6,5,8,8,5,3,1,1,,,,,1,,1,,,39
2017 Spring,Sociology,SOCIOL,Sociology,131AC,1,Race/Eth Rel:Am Cul,Cybelle Fox,22803,2,9,9,5,4,2,1,,,,,1,2,5,,,,,40
2017 Spring,Economics,ECON,Economics,174,1,Poverty Impact Eval,Ferenc Szucs; Supreet Anand,14271,3,6,11,8,,3,1,1,,,,,1,4,,2,,,40
2017 Spring,Chemistry,CHEM,Chemistry,105,1,Instrumen Analysis,Ke Xu,10972,2,6,6,3,4,5,8,4,4,,,,1,,,,,,43
2017 Spring,English,ENGLISH,English,111,1,Chaucer,Steven Justice,14613,1,20,10,2,3,3,,1,,1,,,1,1,,,,,43
2017 Spring,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,153,1,Log Nt Des Supchmgt,Dean Grosbard; Robert Leachman,27343,1,3,10,7,7,7,2,,,,1,,,5,2,,,,45
2017 Spring,Interdisciplinary Studies,ISF,Interdisciplinary Studies,100C,1,Language And Identi,Fang Xu,31415,9,12,11,5,2,1,,1,,1,2,,,1,,,,,45
2017 Spring,Physics,PHYSICS,Physics,111A,1,Instrumentation Lab,Alwina Liu; Dhruv Dixit; Joel Fajans; Nicholas Dale; Prabudhya Bhattacharyya,20798,4,12,7,6,7,4,1,3,1,,,,1,,,,,,46
2017 Spring,Political Science,POL SCI,Political Science,141C,1,Pol Govt East Eur,Jason Wittenberg; Laura Jakli,32458,,8,9,11,8,3,3,1,2,,,,1,,,1,,,47
2017 Spring,Philosophy,PHILOS,Philosophy,186B,1,Later Wittgenstein,Barry Stroud,31104,,2,13,13,3,7,2,1,1,,,,,4,,1,,,47
2017 Spring,Peace & Conflict Studies,PACS,Peace & Conflict Studies,100,1,Peace Theories,Karenjot Bhangoo Randhawa,20079,2,13,11,12,5,2,1,1,,,,,,1,,1,,,49
2017 Spring,Political Science,POL SCI,Political Science,149S,1,Topics In Area Stdy,Michael Shalev; Nirvikar Jassal,33264,,1,9,12,11,7,2,3,,1,1,,,2,,,,,49
2017 Spring,Linguistics,LINGUIS,Linguistics,C146,1,Lang Acquisition,Mahesh Srinivasan,17811,4,15,9,3,,2,4,,3,,2,,,6,,1,,,49
2017 Spring,Physics,PHYSICS,Physics,141A,1,Solid State Physics,Zi Qiu,20829,5,5,5,8,10,4,,9,,,1,,1,1,,,,,49
2017 Spring,Information,INFO,Information,203,1,Social Issues Info,Paul Duguid,28589,3,5,4,5,7,10,3,5,6,,2,,,,,,,,50
2017 Spring,Political Science,POL SCI,Political Science,161,1,Pub Opinion Vote,Joel Middleton; Laurel Eckhouse,21230,4,23,7,4,5,1,2,1,3,,1,,,,,,,,51
2017 Spring,Chemical Engineering,CHM ENG,Chemical Engineering,154,1,Chem Eng Laboratory,Alexandra Landry; Enrique Iglesia; Nicolas Grosso Giordano; Trenton Otto,11586,2,4,7,9,12,6,6,4,1,,,,1,,,,,,52
2017 Spring,Business Admin-Undergrad,UGBA,Business Admin-Undergrad,101B,1,Macroeconomics,John Veitch,10624,,11,7,8,11,4,,1,,,3,,3,2,,2,,,52
2017 Spring,Gender & Womens Studies,LGBT,Gender & Womens Studies,10,1,Int Gender/Wom Stdy,Barbara Barnes,15797,,21,11,6,5,1,1,,2,,,,2,3,,1,,,53
2017 Spring,Philosophy,PHILOS,Philosophy,133,1,Philo Of Language,Seth Yalcin,20183,3,4,10,6,7,4,8,3,3,,,,,5,,,,,53
2017 Spring,Film,FILM,Film,140,1,Spec Topics: Film,Mark Berger,15175,,1,5,17,5,11,2,,1,,,,1,9,,2,,,54
2017 Spring,Statistics,STAT,Statistics,140,1,Prob For Data Sci,Anindita Adhikari,33780,1,12,7,9,6,2,4,5,,,,,2,7,,,,,55
2017 Spring,Peace & Conflict Studies,PACS,Peace & Conflict Studies,127,1,Hr And Global Poli,Tetsushi Ogata,20083,,9,19,6,6,2,4,2,,,,,1,6,,1,,,56
2017 Spring,Environ Econ & Policy,ENVECON,Environ Econ & Policy,C1,1,Intro To Env Econ,Gordon Rausser,24364,3,5,5,5,12,11,,8,,,,,1,5,,1,,,56
2017 Spring,Political Science,POL SCI,Political Science,148A,1,Latin Amer Pol,Alison Post; Anna Callis,32472,,11,12,5,12,6,5,2,2,,,,1,2,,,,,58
2017 Spring,Public Health,PB HLTH,Public Health,C160,1,Env Health & Dev,Rachel Morello-Frosch,32413,11,19,8,8,1,1,1,1,,,,,,9,,1,,,60
2017 Spring,Physics,PHYSICS,Physics,137B,2,Quantum Mechanics,Michael Crommie,20818,1,14,7,6,17,5,,6,1,,1,,2,,,,,,60
2017 Spring,Political Science,POL SCI,Political Science,123M,1,Conflict Management,Andrew Reddie; Michaela Mattes,21172,,16,14,6,10,5,3,3,1,1,,,,,,1,,,60
2017 Spring,History,HISTORY,History,4B,1,Medieval Europe,Maureen Miller,16010,,7,20,7,10,4,,1,2,1,,,,7,,1,,,60
2017 Spring,History,HISTORY,History,141B,1,Mod Latamer Society,Alberto Garcia,33572,7,8,13,16,5,2,1,2,1,,,,,6,,,,,61
2017 Spring,Business Admin-Undergrad,UGBA,Business Admin-Undergrad,105,1,Leading People,Holly Schroth,10663,1,12,12,9,17,6,1,1,1,,,,,2,,,,,62
2017 Spring,Legal Studies,LEGALST,Legal Studies,177,1,Am Legal Const Hist,Reid Whitaker; Robert Brown,30891,,11,10,12,15,4,5,3,1,,,,,1,,1,,,63
2017 Spring,Computer Science,COMPSCI,Computer Science,C100,1,Princ&Tech Data Sci,Bin Yu; Deborah Nolan; Joseph Gonzalez; Joseph Hellerstein,34030,6,25,,5,13,,4,3,,,1,,1,5,,1,,,64
2017 Spring,Physics,PHYSICS,Physics,5B,1,Intr Em Waves Optcs,Irfan Siddiqi,31642,7,10,8,11,14,9,,3,1,,,,2,1,,,,,66
2017 Spring,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,C100A,1,Biophysical Chem,Jamie Doudna Cate; John Groves,18759,2,6,7,9,8,7,11,7,,,7,,,2,,,,,66
2017 Spring,Political Science,POL SCI,Political Science,186,1,Public Problems,Christopher Ansell,21239,1,9,23,15,12,3,1,1,,,,,,1,,1,,,67
2017 Spring,Earth & Planetary Science,EPS,Earth & Planetary Science,C12,1,The Planets,Gibor Basri; Raymond Jeanloz,30004,,7,5,3,4,2,2,1,,,,,3,34,,8,,,69
2017 Spring,Bioengineering,BIO ENG,Bioengineering,11,1,Engineering Molecul,Callista Jerman; John Dueber,25648,3,9,9,11,10,10,5,4,6,2,,,,,,,,,69
2017 Spring,Integrative Biology,INTEGBI,Integrative Biology,113L,1,Pal Pers Ecol Evol,Seth Finnegan,16489,4,11,15,8,12,8,4,5,3,,,,,1,,,,,71
2017 Spring,Environmental Design,ENV DES,Environmental Design,1,1,Intro To Env Des,Achvabenzinberg Stein,12094,4,25,18,5,2,5,,1,1,1,,,,9,,,,,71
2017 Spring,Materials Science & Eng,MAT SCI,Materials Science & Eng,111,1,Prop Elect Mats,Dohyung Kim; Junqiao Wu,27437,5,19,11,10,4,7,7,6,1,,2,,,,,,,,72
2017 Spring,Anthropology,ANTHRO,Anthropology,170,1,China,Xin Liu,12558,5,12,10,8,6,2,2,,1,,,,3,24,,,,,73
2017 Spring,Integrative Biology,INTEGBI,Integrative Biology,114,1,Infectious Disease,Britt Koskella; Michael Boots,33245,6,19,16,10,9,6,1,1,1,,,,,4,,,,,73
2017 Spring,Engineering,ENGIN,Engineering,25,1,Vis For Des,Dennis Lieu,27274,2,11,10,8,11,11,6,9,1,,,,,4,,,,,73
2017 Spring,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,173,1,Intro To Stoch Proc,Haoyang Cao; Mariana Olvera-Cravioto,32141,5,14,17,7,12,7,4,2,,,,,1,5,,,,,74
2017 Spring,Anthropology,ANTHRO,Anthropology,112,1,Sp Topics: Bio Anth,Melanie Miller,12523,5,21,16,10,13,2,2,,4,,,,,1,,1,,,75
2017 Spring,Materials Science & Eng,MAT SCI,Materials Science & Eng,151,1,Polymeric Materials,Shawn Darnall; Shuai Liu; Ting Xu,27442,2,21,7,13,16,2,6,5,,,2,,,,1,,,,75
2017 Spring,History,HISTORY,History,178,1,Holocaust,John Efron; Jonathan Lear; Tommy Kedar,16212,1,31,12,7,7,,,1,,1,1,,,14,,1,,,76
2017 Spring,Anthropology,ANTHRO,Anthropology,174AC,1,Ca Historical Anth,Kent Lightfoot,31471,5,24,17,9,5,3,1,,1,,,,,10,,1,,,76
2017 Spring,Bioengineering,BIO ENG,Bioengineering,110,1,Biomed Phys For Eng,Sanjay Kumar,25718,1,31,,6,23,9,1,2,,,,,,2,3,1,,,79
2017 Spring,Physics,PHYSICS,Physics,137A,1,Quantum Mechanics,Daniel Kasen,20811,4,20,12,3,18,5,3,11,5,,1,,,,,,,,82
2017 Spring,Geography,GEOG,Geography,70AC,1,Urban Experience,Seth Lunine,31556,2,18,6,14,5,1,1,1,,,,,,30,,5,,,83
2017 Spring,History,HISTORY,History,122AC,1,Antebellum America,David Henkin,32107,,26,27,10,5,1,1,1,,,,,1,12,,1,,,85
2017 Spring,Engineering,ENGIN,Engineering,45,1,Prop Of Matls,Phillip Messersmith,27284,1,29,5,8,18,9,11,3,1,,1,,,,,,,,86
2017 Spring,Bioengineering,BIO ENG,Bioengineering,104,1,Bio Trans Phen,Aaron Streets,25711,1,17,12,25,11,6,3,6,7,,2,,,,,,,,90
2017 Spring,Economics,ECON,Economics,172,1,Econ Dev-Case Study,Edward Miguel,14266,1,15,21,17,11,4,2,1,,,,,,23,,1,,,96
2017 Spring,International & Area Stds,IAS,International & Area Stds,106,1,Inter Micro Theory,Maximilian Auffhammer,32346,1,22,17,19,17,10,4,,3,,,,3,3,,,,,99
2017 Spring,Environ Econ & Policy,ENVECON,Environ Econ & Policy,C118,1,Intro Econometrics,Sofia Villas-Boas,31623,1,13,16,16,32,14,6,5,2,,,,,,1,,,,106
2017 Spring,History,HISTORY,History,6B,1,China: 13th-20th C,Alexander Cook,16026,,29,26,12,9,6,2,3,,,,,1,18,,1,,,107
2017 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C11,1,Us & Global Forest,Lynn Huntsinger,24449,2,48,13,8,10,2,2,,,,1,,,18,,4,,,108
2017 Spring,Chemistry,CHEM,Chemistry,1B,1,General Chemistry,Michelle Douskey,10883,5,28,20,15,21,7,11,1,,,1,,,,,2,,,111
2017 Spring,Nutritional Science & Tox,NUSCTX,Nutritional Science & Tox,104,1,Hum Food Practices,Kristen Rasmussen; Margaret Rasnake,25241,1,54,14,14,17,3,1,3,,,1,,,6,,,,,114
2017 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,106,1,Fluid Mechanics,Shawn Shadden,27551,10,16,16,14,33,18,3,4,,,1,,,1,,,,,116
2017 Spring,Architecture,VIS STD,Architecture,160,1,Intro Construction,Dana Buntrock,11885,4,18,21,14,27,13,6,12,3,,1,,,,,,,,119
2017 Spring,Economics,ECON,Economics,121,1,Ind Org & Pub P,Aaron Edlin,14196,6,16,23,20,33,7,8,,,,,,1,4,,1,,,119
2017 Spring,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,C103,1,Pathogenesis,Bret Peterson; Daniel Portnoy; Neil Fischer; Russell Vance,18792,1,41,5,3,37,3,,21,,,,,1,12,,1,,,125
2017 Spring,Business Admin-Undergrad,UGBA,Business Admin-Undergrad,103,2,Intro To Finance,Veselina Dinova,10643,,22,40,21,19,7,2,1,,,,,1,13,,1,,,127
2017 Spring,History,HISTORY,History,186,1,Global Since 1945,Daniel Sargent,32123,4,22,25,21,12,2,2,,2,,,,,34,,3,,,127
2017 Spring,Chemistry,CHEM,Chemistry,112B,1,Organic Chemistry,Brian Wang; Richmond Sarpong,10980,4,17,19,26,18,12,23,5,3,,,,,,,1,,,128
2017 Spring,Chemistry,CHEM,Chemistry,3BL,2,Organic Chem Lab,Colin Gould; Jason Pflueger,10920,1,20,81,8,6,4,2,3,2,,1,,,,,,,,128
2017 Spring,Architecture,VIS STD,Architecture,100B,1,Fund Of Arch Design,Gerard Creedon,11845,,19,16,27,27,25,7,5,1,2,,,2,,,,,,131
2017 Spring,Gender & Womens Studies,LGBT,Gender & Womens Studies,14,1,Gen Sex Rac Glo Pol,Ayse Agis,15800,3,56,37,8,10,2,1,,,,3,,,21,,4,,,145
2017 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C10,1,Environ Issues,Ronald Amundson,24441,9,49,35,14,9,5,4,,,,,,1,24,,1,,,151
2017 Spring,Political Science,POL SCI,Political Science,157A,1,Constitutl Law U.S.,James Hawkins; Michael Dougal; Peter Osnes; Steven Hayward,21227,,41,17,12,32,11,14,13,6,,1,,,5,,,,,152
2017 Spring,Political Economy,POLECON,Political Economy,100,1,Theory Of Pol Econ,Clare Talwalker,21516,,7,29,17,50,24,11,8,,,,1,,8,,1,,,156
2017 Spring,Physics,PHYSICS,Physics,8B,1,Intro Physics,Achilles Speliotopoulos; Yi Chuan Lu,20696,1,26,14,21,19,21,13,14,25,,,,2,,,,,,156
2017 Spring,Letters & Science,L & S,Letters & Science,C180U,1,Wealth And Poverty,Robert Reich,17695,5,23,18,18,16,6,3,1,,,,,,63,,4,,,157
2017 Spring,Economics,ECON,Economics,157,1,Health Economics,Benjamin Handel,14256,15,30,29,32,22,18,3,8,4,,,,,11,,,,,172
2017 Spring,Sociology,SOCIOL,Sociology,111AC,1,Socio Of The Family,Mary Kelsey,22778,10,67,35,31,11,4,1,,,1,,,2,17,,,,,179
2017 Spring,Philosophy,PHILOS,Philosophy,2,1,Ind Moral/Soc Just,Nicholas Kolodny,31079,,7,29,50,23,14,7,3,2,,,,3,48,,,,,186
2017 Spring,Plant & Microbial Biology,PLANTBI,Plant & Microbial Biology,40,1,Secret Life Plants,Patricia Zambryski,25382,18,58,29,9,6,4,3,1,,,1,,,69,,,,,198
2017 Spring,Philosophy,PHILOS,Philosophy,3,1,Nature Of Mind,Austin Andrews; Blake Harper; John Campbell; Joseph Kassman-Tod; Peter Epstein,20115,,24,36,36,34,16,4,3,,,,,2,42,,1,,,198
2017 Spring,Political Science,POL SCI,Political Science,4,1,Pol Theory,Brian Judge; Geoffrey Upton; Michaeljit Sandhu; Samuel Stevens; Wendy Brown,21105,1,60,58,42,20,8,5,,1,,,,,11,,2,,,208
2017 Spring,Public Health,PB HLTH,Public Health,150A,1,Intr Epidem Hum Dis,Lisa Barcellos; Mahasin Mujahid,32611,23,59,38,37,27,13,11,9,6,,,,,3,,,,,226
2017 Spring,Public Health,PB HLTH,Public Health,142,1,Intro Prob Stat,Maureen Lahiff,32502,5,61,70,39,16,18,8,10,2,,,,,,1,,,,230
2017 Spring,Media Studies,MEDIAST,Media Studies,103,1,Understand Journ,Jean Retzinger,32073,3,31,30,53,64,32,18,11,3,,,,,5,,,,,250
2017 Spring,Political Science,POL SCI,Political Science,2,1,Intro Comparat Pol,Christopher Chambers-Ju; Hannah Burak; Justine Davis; Makoto Fukumoto; Melanie Thompson; Michael Fish,21090,,53,90,42,18,9,9,3,,2,,,,26,,2,,,254
2017 Spring,Chemistry,CHEM,Chemistry,3BL,1,Organic Chem Lab,Colin Gould; Jason Pflueger,10919,,63,151,18,18,7,6,4,4,,,,3,,,2,,,276
2017 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",50AC,1,Intro Cult/Res Mgt,Kurt Spreyer,24469,11,199,44,29,37,4,3,7,2,,,,,98,,,,,434
2017 Spring,Mathematics,MATH,Mathematics,113,7,Abstract Algebra,Clifton Ealy,34450,2,4,5,2,2,3,2,,5,,,1,1,1,,,,,28
2017 Spring,Social Welfare,SOC WEL,Social Welfare,181,1,Soc Sci Crm Prv Pol,Jaclyn Chambers; Jennifer Skeem,29659,,4,8,2,4,2,1,1,,,1,,1,3,,1,,,28
2017 Spring,Mathematics,MATH,Mathematics,113,1,Abstract Algebra,Virginia Harrison,18239,4,1,5,3,5,3,1,1,,,,,5,1,,1,,,30
2017 Spring,Integrative Biology,INTEGBI,Integrative Biology,150,1,Evol Environ Physio,Caroline Williams; Kevin Roberts,16566,1,2,8,6,6,1,1,1,2,,1,,,1,,,,,30
2017 Spring,Geography,GEOG,Geography,C160B,1,"Am Landscape,1900--",Alexander Craghead,32763,,8,5,4,1,4,,1,,1,,1,1,3,,2,,,31
2017 Spring,Mathematics,MATH,Mathematics,104,6,Intro To Analysis,Michael Pejic,34373,,4,4,3,5,5,2,3,1,,3,,3,1,,,,,34
2017 Spring,Mathematics,MATH,Mathematics,104,4,Intro To Analysis,Marina Ratner,18220,,2,2,1,3,6,2,2,,,1,,7,3,,5,,,34
2017 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",131,1,Microbial Ecology,Celine Pallud,24652,2,3,4,7,4,4,4,2,1,,,,,3,1,,,,35
2017 Spring,Demography,DEMOG,Demography,C175,1,Econ Demography,Ellen Langer; Joshua Goldstein; Leslie Root,31157,,2,6,6,3,2,2,,1,1,,,3,7,,2,,,35
2017 Spring,Mathematics,MATH,Mathematics,113,3,Abstract Algebra,Martin Helmer,18241,5,11,5,2,3,,,2,2,1,1,1,2,,,,,,35
2017 Spring,Mathematics,MATH,Mathematics,113,6,Abstract Algebra,Hongbin Sun,18244,2,5,4,4,5,5,,4,,,3,,3,1,,1,,,37
2017 Spring,Film,FILM,Film,25A,1,History Of Film,Emily Carpenter,31328,11,10,7,3,2,1,1,1,1,,,,,1,,1,,,39
2017 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",132,1,Spider Biology,Rosemary Gillespie,24653,4,5,8,10,,4,2,1,2,,,,1,2,,1,,,40
2017 Spring,Physics,PHYSICS,Physics,77,1,Intro Comp Tech Phy,Kam-Biu Luk,20767,5,6,4,9,1,1,1,,1,,,,3,8,,1,,,40
2017 Spring,Physics,PHYSICS,Physics,137A,2,Quantum Mechanics,Charles Wohl,20812,3,3,7,4,6,5,5,2,2,,,,3,,,1,,,41
2017 Spring,African American Studies,AFRICAM,African American Studies,117,1,Afric Am:Indust Age,Ula Taylor,12310,,2,12,8,7,4,1,1,1,,,,2,1,,3,,,42
2017 Spring,Legal Studies,LEGALST,Legal Studies,159,1,Law & Sexuality,Justin O'neill; Sonia Katyal,33913,1,5,5,6,7,8,2,1,3,1,,,,3,,,,,42
2017 Spring,Film,FILM,Film,108,3,Film Genre,Russell Merritt,32947,,1,5,6,1,6,,6,1,,1,1,,12,,3,,,43
2017 Spring,Anthropology,ANTHRO,Anthropology,156A,1,Politics And Anthro,James Holston,31448,4,17,7,5,3,2,,,1,1,,,1,1,,1,,,43
2017 Spring,Mathematics,MATH,Mathematics,135,1,Intro Theory Sets,Thomas Scanlon,18263,1,8,5,6,5,6,2,6,3,,,,,2,,1,,,45
2017 Spring,Physics,PHYSICS,Physics,112,1,Stat Thermal Phys,Andrew Charman,20802,2,5,5,6,5,6,2,2,2,,5,,,,,6,,,46
2017 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,C180,1,Eng Analyfinite Mth,Tarek Zohdi,27603,,11,2,7,12,5,2,3,1,,,1,2,,,1,,,47
2017 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,118,1,Intro Nanotechnolgy,Liwei Lin,33141,1,16,8,7,5,4,2,,,1,,,,1,1,2,,,48
2017 Spring,Linguistics,LINGUIS,Linguistics,5,1,Lang & Linguistics,Richard Rhodes,17773,9,6,9,7,3,,1,3,,1,,,1,6,,2,,,48
2017 Spring,Materials Science & Eng,MAT SCI,Materials Science & Eng,104,1,Matls Charac,Mary Cooper Scott,27430,4,11,6,9,7,8,1,1,2,,1,,1,,,,,,51
2017 Spring,Astronomy,ASTRON,Astronomy,7B,1,Intro Astrophysics,Eugene Chiang,13147,1,10,4,4,12,11,5,3,,,,,1,1,,2,,,54
2017 Spring,Classics,LATIN,Classics,161,1,Gender Anc World,Leslie Kurke,31330,3,8,6,10,5,5,2,1,,,,1,,13,,1,,,55
2017 Spring,Computer Science,COMPSCI,Computer Science,160,3,User Interfaces,John Canny,32715,1,8,21,11,7,1,1,1,2,,,,,1,,1,,,55
2017 Spring,Business Admin-Undergrad,UGBA,Business Admin-Undergrad,101A,1,Microeconomic Analy,Todd Fitch,10622,,12,14,5,7,6,4,4,1,,,,1,1,,2,,,57
2017 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",102C,1,Resource Mangmt,Matthew Potts,24621,,10,12,6,6,8,9,1,2,,,,2,1,,1,,,58
2017 Spring,Optometry,OPTOM,Optometry,10,1,Vision/Eye Health,Vikki Yu,28773,3,8,4,14,1,2,1,1,,,,,1,22,,1,,,58
2017 Spring,Business Admin-Undergrad,UGBA,Business Admin-Undergrad,101B,3,Macroeconomics,David Levine,33312,,11,15,10,11,5,2,,1,1,,,1,1,,1,,,59
2017 Spring,English,ENGLISH,English,118,1,Milton,Kevis Bea Goodman,31120,,5,20,11,7,8,1,1,1,,,,1,1,,3,,,59
2017 Spring,Business Admin-Undergrad,UGBA,Business Admin-Undergrad,101B,4,Macroeconomics,David Levine,33313,2,19,16,8,4,3,,2,2,,2,,1,,,1,,,60
2017 Spring,Physics,PHYSICS,Physics,89,1,Intro To Math Phys,Austin Hedeman,20770,3,8,13,6,6,9,4,4,,,,,4,2,,2,,,61
2017 Spring,Legal Studies,LEGALST,Legal Studies,105,1,Foundation Crim Law,Colin Christensen; Meir Dan-Cohen,32328,,9,4,11,13,7,5,6,2,,2,,,2,,1,,,62
2017 Spring,English,ENGLISH,English,45C,1,Lit In English,Joshua Gang,14579,,10,9,7,13,8,5,3,1,,,,1,3,,2,,,62
2017 Spring,Earth & Planetary Science,EPS,Earth & Planetary Science,50,1,The Planet Earth,Chi Wang; Nicholas Swanson-hysell,14821,,17,12,4,7,3,6,1,,1,,,1,10,,1,,,63
2017 Spring,Sociology,SOCIOL,Sociology,160,1,Sociol Of Culture,Marion Fourcade-Gourinchas,30963,4,10,16,12,8,3,,1,2,,,,1,5,,1,,,63
2017 Spring,Psychology,PSYCH,Psychology,C127,1,Cognitive Neurosci,Jack Gallant,31243,2,3,7,7,19,10,5,2,2,,,,,5,,3,,,65
2017 Spring,Chemistry,CHEM,Chemistry,104B,1,Adv Inorganic Chem,John Arnold; Michael Boreen; Trevor Lohrey,10971,4,16,8,7,10,8,4,7,,,1,,2,1,,,,,68
2017 Spring,Physics,PHYSICS,Physics,111B,1,Adv Exp Lab,Conrad Stansbury; Hartmut Haeffner; Joseph Broz; Marie Lu; Sam Guns; William Holzapfel,20800,5,17,18,8,9,4,1,1,,,,,2,1,,2,,,68
2017 Spring,History,HISTORY,History,171C,1,Russia From 1917,Joy Neumeyer; Yuri Slezkine,16204,5,12,17,9,7,3,2,,1,,1,,,9,,2,,,68
2017 Spring,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,141,1,Developmental Biol,John Gerhart; Nipam Patel; Richard Harland,18835,1,10,8,12,12,3,12,4,,,3,,,2,,3,,,70
2017 Spring,Sociology,SOCIOL,Sociology,180C,1,Comp Persp: Culture,Szonja Ivester,22828,2,27,21,1,3,3,,,,,1,1,1,9,,3,,,72
2017 Spring,Cognitive Science,COG SCI,Cognitive Science,C127,1,Cognitive Neurosci,Jack Gallant,31344,3,,12,7,20,14,10,2,2,,,,2,1,,2,,,75
2017 Spring,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,166,1,Decision Analysis,Georgios Patsakis; Shmuel Oren,27351,3,13,13,11,13,18,2,,1,,,,1,2,1,,,,78
2017 Spring,Statistics,STAT,Statistics,155,1,Game Theory,Shobhana Murali Stoyanov,23515,5,18,3,12,12,12,4,6,7,,2,,,,,1,,,82
2017 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,104,1,Engr Mechanics Ii,Fai Ma,27548,1,7,16,12,16,9,7,5,5,,4,,,,,,,1,83
2017 Spring,Environmental Design,ENV DES,Environmental Design,4C,1,Future Ecologies,Gail Brager; Jennifer Wolch; Kristina Hill,12101,3,29,19,9,12,4,3,2,1,,,,,1,,1,,,84
2017 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,109,1,Heat Transfer,Costas Grigoropoulos,27571,1,14,11,10,12,10,10,6,3,2,6,,,,,,,,85
2017 Spring,Environ Econ & Policy,ENVECON,Environ Econ & Policy,147,1,Reg Of Energy & Env,Meredith Fowlie,24387,3,23,10,10,8,9,11,8,1,,,,,2,,1,,,86
2017 Spring,Letters & Science,L & S,Letters & Science,25,1,Thinking Art/Design,Michael Cohen; Michael Cohen; Natasha Boas,17634,,45,14,2,3,1,1,1,1,,1,,,19,,1,,,89
2017 Spring,Computer Science,COMPSCI,Computer Science,164,1,Prog Lang And Comp,Koushik Sen,26447,5,36,9,7,8,6,2,1,,,,,4,9,,2,,,89
2017 Spring,Legal Studies,LEGALST,Legal Studies,132AC,1,Immgrtn & Citiznshp,Letitia Volpp; Pauline White Meeusen; Shikha Bhattacharjee,30856,1,7,19,19,18,8,10,1,1,,,,1,9,,,,,94
2017 Spring,Anthropology,ANTHRO,Anthropology,137,1,Energy/Cult/Soc Org,Barbara Johnston,12549,8,40,12,12,7,3,,1,,,1,,2,9,,1,,,96
2017 Spring,Statistics,STAT,Statistics,88,1,Prob/Stat Data Sci,Adam Lucas,23427,3,59,10,3,1,3,3,2,,,,,1,10,,1,,,96
2017 Spring,Rhetoric,RHETOR,Rhetoric,103B,1,Hist Of Rhetoric Ii,Samera Esmeir,22165,1,9,26,23,24,5,1,1,,,,,3,2,,3,,,98
2017 Spring,Engineering,ENGIN,Engineering,120,1,Prin Of Engr Econom,Eric Friedman; Nan Yang,27289,,21,21,22,15,6,2,5,1,,,,2,4,1,,,,100
2017 Spring,Sociology,SOCIOL,Sociology,114,1,Sociology Of Law,Andrew Barlow,31756,,14,28,17,18,8,5,2,,1,,,1,6,,1,,,101
